record_id,date,department,description,cluster,semantic_cluster,problem_category,week
OP0828,2026-08-27,Facilities,meeting rooms are unavailable despite being reserved during the afternoon. employees say the issue is becoming more frequent.,1,8,Meeting Room Management,2026-08-24
OP0527,2026-08-27,HR,employee approval requests remain pending for several days near the end of the workday. the team says it is affecting productivity.,5,2,Employee Approvals,2026-08-24
OP0555,2026-08-27,Product,users are having difficulty completing common tasks after the update after a recent update. employees say the issue is becoming more frequent.,1,9,Internal Communication,2026-08-24
OP0468,2026-08-27,Database,database connections drop during periods of high traffic during the morning. the problem has occurred repeatedly this week.,7,0,Database & Performance,2026-08-24
OP0389,2026-08-27,Database,several services are losing their database connections when workload increases. the problem has occurred repeatedly this week.,7,0,Database & Performance,2026-08-24
OP0247,2026-08-27,Product,users are confused by the latest interface changes during normal business hours. the problem has occurred repeatedly this week.,6,1,Product & UI Usability,2026-08-24
OP0321,2026-08-27,DevOps,build failures are blocking scheduled releases when workload increases. the team says it is affecting productivity.,5,6,Deployment & CI,2026-08-24
OP0248,2026-08-27,Security,unusual access attempts have been reported by employees during the afternoon. employees say the issue is becoming more frequent.,1,3,Security & Authentication,2026-08-24
OP0698,2026-08-27,HR,managers report a growing backlog of pending requests during remote access. the problem has occurred repeatedly this week.,5,2,Employee Approvals,2026-08-24
OP0357,2026-08-27,Communication,teams are missing important project updates during peak usage. employees say the issue is becoming more frequent.,1,9,Internal Communication,2026-08-24
OP0974,2026-08-27,Security,users report suspicious authentication activity during normal business hours. the problem is causing delays for routine work.,2,3,Security & Authentication,2026-08-24
OP0465,2026-08-28,Facilities,meeting-space bookings are frequently causing scheduling conflicts after a recent update. the issue was noticed during normal operations.,7,8,Meeting Room Management,2026-08-24
OP0167,2026-08-28,IT,remote access to internal systems is unstable when workload increases. several users have described similar behavior.,4,7,Network & VPN,2026-08-24
OP0105,2026-08-28,IT,internal applications become unreachable from remote locations during the afternoon. the issue was noticed during normal operations.,4,7,Network & VPN,2026-08-24
OP0495,2026-08-28,Security,users report suspicious authentication activity during normal business hours. the team has requested investigation.,7,3,Security & Authentication,2026-08-24
OP0939,2026-08-28,Customer Support,users cannot reliably complete the checkout process after a recent update. employees say the issue is becoming more frequent.,8,4,Payments & Checkout,2026-08-24
OP0122,2026-08-28,Customer Support,customers receive errors while completing purchases after a recent update. the problem is still occurring.,0,4,Payments & Checkout,2026-08-24
OP0239,2026-08-28,Facilities,employees cannot reliably access reserved meeting spaces during the afternoon. the issue was noticed during normal operations.,8,8,Meeting Room Management,2026-08-24
OP0062,2026-08-28,Security,accounts are generating unexpected security alerts during the morning. the problem has occurred repeatedly this week.,7,3,Security & Authentication,2026-08-24
OP0384,2026-08-28,Operations,stock information is frequently out of date when workload increases. the issue became noticeable after a recent change.,4,5,Inventory & Synchronization,2026-08-24
OP0602,2026-08-28,DevOps,build failures are blocking scheduled releases during normal business hours. the team says it is affecting productivity.,5,6,Deployment & CI,2026-08-24
OP0196,2026-08-28,Product,the redesigned interface is increasing task completion time near the end of the workday. the problem is causing delays for routine work.,2,1,Product & UI Usability,2026-08-24
OP0536,2026-08-28,Database,database performance has degraded under heavier workloads after a recent update. the team has requested investigation.,7,0,Database & Performance,2026-08-24
OP0815,2026-08-28,Facilities,room availability does not match the booking system during the afternoon. the issue was noticed during normal operations.,4,8,Meeting Room Management,2026-08-24
OP0821,2026-08-28,Security,accounts are generating unexpected security alerts after a recent update. the issue was reported by several employees.,7,3,Security & Authentication,2026-08-24
OP0595,2026-08-28,Product,customers report that important controls are difficult to locate during remote access. several users have described similar behavior.,3,1,Product & UI Usability,2026-08-24
OP0944,2026-08-28,Operations,inventory records are becoming inconsistent across systems during remote access. the issue was noticed during normal operations.,4,5,Inventory & Synchronization,2026-08-24
OP0211,2026-08-29,Operations,stock changes are missing from the dashboard after a recent update. the team says it is affecting productivity.,4,5,Inventory & Synchronization,2026-08-24
OP0119,2026-08-29,Facilities,employees cannot reliably access reserved meeting spaces during peak usage. the issue became noticeable after a recent change.,8,8,Meeting Room Management,2026-08-24
OP0987,2026-08-29,Security,accounts are generating unexpected security alerts during normal business hours. the problem is still occurring.,7,3,Security & Authentication,2026-08-24
OP0128,2026-08-29,Operations,warehouse data is arriving later than expected after a recent update. the problem has occurred repeatedly this week.,5,5,Inventory & Synchronization,2026-08-24
OP0212,2026-08-29,Customer Support,customers receive errors while completing purchases during the morning. several users have described similar behavior.,0,4,Payments & Checkout,2026-08-24
OP0296,2026-08-29,Customer Support,customers report that the payment page becomes unresponsive near the end of the workday. the problem has occurred repeatedly this week.,7,4,Payments & Checkout,2026-08-24
OP0015,2026-08-29,Product,customers report that important controls are difficult to locate during peak usage. the issue was noticed during normal operations.,3,1,Product & UI Usability,2026-08-24
OP0487,2026-08-29,Product,recent ui changes have increased support requests near the end of the workday. several users have described similar behavior.,7,1,Product & UI Usability,2026-08-24
OP0225,2026-08-29,Customer Support,customers are reporting repeated payment failures during the afternoon. the problem is still occurring.,7,4,Payments & Checkout,2026-08-24
OP0766,2026-08-29,Security,users report suspicious authentication activity when workload increases. employees say the issue is becoming more frequent.,1,3,Security & Authentication,2026-08-24
OP0316,2026-08-29,Security,several users noticed authentication events they do not recognize during normal business hours. employees say the issue is becoming more frequent.,1,3,Security & Authentication,2026-08-24
OP0368,2026-08-29,Operations,inventory updates are not reflected quickly in the system during remote access. the problem is still occurring.,4,5,Inventory & Synchronization,2026-08-24
OP0097,2026-08-29,Customer Support,users cannot reliably complete the checkout process during remote access. the issue became noticeable after a recent change.,8,4,Payments & Checkout,2026-08-24
OP0101,2026-08-30,HR,employee approval requests remain pending for several days after a recent update. the issue was reported by several employees.,5,2,Employee Approvals,2026-08-24
OP0874,2026-08-30,Operations,inventory quantities differ between operational systems during the morning. the issue became noticeable after a recent change.,4,5,Inventory & Synchronization,2026-08-24
OP0429,2026-08-30,IT,vpn connection drops during remote work during remote access. the issue became noticeable after a recent change.,4,7,Network & VPN,2026-08-24
OP0679,2026-08-30,IT,employees experience repeated network timeouts during the morning. several users have described similar behavior.,6,7,Network & VPN,2026-08-24
OP0899,2026-08-30,Product,the redesigned interface is increasing task completion time near the end of the workday. the problem is still occurring.,5,1,Product & UI Usability,2026-08-24
OP0982,2026-08-30,Facilities,meeting rooms are unavailable despite being reserved during the afternoon. the problem has occurred repeatedly this week.,7,8,Meeting Room Management,2026-08-24
OP0735,2026-08-30,Facilities,employees cannot reliably access reserved meeting spaces during the morning. the issue was noticed during normal operations.,8,8,Meeting Room Management,2026-08-24
OP0327,2026-08-30,IT,employees cannot reliably connect to the corporate network during peak usage. the team has requested investigation.,8,7,Network & VPN,2026-08-24
OP0767,2026-08-30,DevOps,ci jobs are frequently stopping before completion during the afternoon. the issue was reported by several employees.,4,2,Employee Approvals,2026-08-24
OP0202,2026-08-30,HR,employees are waiting too long for administrative approvals during the afternoon. the team says it is affecting productivity.,4,2,Employee Approvals,2026-08-24
OP0250,2026-08-31,Customer Support,customers receive errors while completing purchases during the morning. the issue was reported by several employees.,0,4,Payments & Checkout,2026-08-31
OP0483,2026-08-31,Communication,project updates are arriving too late for affected teams after a recent update. the problem is causing delays for routine work.,2,9,Internal Communication,2026-08-31
OP0430,2026-08-31,Product,customers are struggling to find features after the redesign during normal business hours. the issue became noticeable after a recent change.,3,1,Product & UI Usability,2026-08-31
OP0224,2026-08-31,Product,recent ui changes have increased support requests when workload increases. the team says it is affecting productivity.,5,1,Product & UI Usability,2026-08-31
OP0907,2026-08-31,Database,several services are losing their database connections during the afternoon. the problem is still occurring.,7,0,Database & Performance,2026-08-31
OP0419,2026-08-31,Security,unusual access attempts have been reported by employees when workload increases. the problem is still occurring.,4,3,Security & Authentication,2026-08-31
OP0157,2026-08-31,IT,internal applications become unreachable from remote locations during normal business hours. several users have described similar behavior.,4,7,Network & VPN,2026-08-31
OP0177,2026-09-01,Operations,warehouse records take too long to synchronize near the end of the workday. the team says it is affecting productivity.,7,5,Inventory & Synchronization,2026-08-31
OP0853,2026-09-01,Security,unusual access attempts have been reported by employees when workload increases. the issue was reported by several employees.,4,3,Security & Authentication,2026-08-31
OP0954,2026-09-01,Communication,employees are receiving conflicting instructions when workload increases. the team has requested investigation.,7,9,Internal Communication,2026-08-31
OP0421,2026-09-01,Customer Support,users are unable to complete transactions after entering payment details after a recent update. several users have described similar behavior.,4,4,Payments & Checkout,2026-08-31
OP0862,2026-09-01,Product,the redesigned interface is increasing task completion time during normal business hours. the problem is still occurring.,5,1,Product & UI Usability,2026-08-31
OP0145,2026-09-01,Product,the redesigned interface is increasing task completion time during normal business hours. the issue was noticed during normal operations.,5,1,Product & UI Usability,2026-08-31
OP0577,2026-09-01,Product,users are having difficulty completing common tasks after the update near the end of the workday. the team has requested investigation.,7,9,Internal Communication,2026-08-31
OP0186,2026-09-01,Product,customers are struggling to find features after the redesign during normal business hours. several users have described similar behavior.,3,1,Product & UI Usability,2026-08-31
OP0649,2026-09-01,Database,database queries are taking longer than expected near the end of the workday. the issue was noticed during normal operations.,7,0,Database & Performance,2026-08-31
OP0144,2026-09-01,Database,database connections drop during periods of high traffic near the end of the workday. the issue was noticed during normal operations.,7,0,Database & Performance,2026-08-31
OP0117,2026-09-01,Facilities,meeting-space bookings are frequently causing scheduling conflicts after a recent update. the issue became noticeable after a recent change.,7,8,Meeting Room Management,2026-08-31
OP0541,2026-09-01,HR,employees are waiting too long for administrative approvals when workload increases. the problem is still occurring.,4,2,Employee Approvals,2026-08-31
OP0141,2026-09-01,IT,network access becomes slow during peak hours during peak usage. the problem is still occurring.,6,7,Network & VPN,2026-08-31
OP0520,2026-09-01,IT,wi-fi connectivity is inconsistent on the office floor during normal business hours. several users have described similar behavior.,4,7,Network & VPN,2026-08-31
OP0501,2026-09-01,IT,internal applications become unreachable from remote locations during normal business hours. employees say the issue is becoming more frequent.,1,7,Network & VPN,2026-08-31
OP0770,2026-09-01,HR,internal approval workflows are causing delays during the afternoon. the team says it is affecting productivity.,2,2,Employee Approvals,2026-08-31
OP0159,2026-09-01,Operations,inventory updates are not reflected quickly in the system near the end of the workday. the problem has occurred repeatedly this week.,7,5,Inventory & Synchronization,2026-08-31
OP0732,2026-09-01,Security,staff members are receiving repeated unexpected sign-in prompts near the end of the workday. several users have described similar behavior.,7,3,Security & Authentication,2026-08-31
OP0273,2026-09-01,Security,staff members are receiving repeated unexpected sign-in prompts when workload increases. the problem has occurred repeatedly this week.,7,3,Security & Authentication,2026-08-31
OP0598,2026-09-02,Facilities,conference rooms appear double-booked after a recent update. the issue became noticeable after a recent change.,7,8,Meeting Room Management,2026-08-31
OP0184,2026-09-02,IT,remote access to internal systems is unstable during remote access. the problem is causing delays for routine work.,2,7,Network & VPN,2026-08-31
OP0393,2026-09-02,HR,employees are waiting too long for administrative approvals during normal business hours. the problem is causing delays for routine work.,2,2,Employee Approvals,2026-08-31
OP0396,2026-09-02,Security,employees are receiving unexpected login notifications when workload increases. the issue was reported by several employees.,7,3,Security & Authentication,2026-08-31
OP0510,2026-09-02,IT,wi-fi connectivity is inconsistent on the office floor during the afternoon. the team says it is affecting productivity.,4,7,Network & VPN,2026-08-31
OP0218,2026-09-02,Facilities,employees cannot reliably access reserved meeting spaces during the morning. the issue was reported by several employees.,8,8,Meeting Room Management,2026-08-31
OP0817,2026-09-02,Operations,inventory quantities differ between operational systems during the afternoon. the problem is still occurring.,4,5,Inventory & Synchronization,2026-08-31
OP0635,2026-09-02,Operations,stock changes are missing from the dashboard during the morning. the problem is still occurring.,4,5,Inventory & Synchronization,2026-08-31
OP0829,2026-09-02,Operations,warehouse data is arriving later than expected during peak usage. employees say the issue is becoming more frequent.,1,5,Inventory & Synchronization,2026-08-31
OP0619,2026-09-02,Facilities,employees cannot reliably access reserved meeting spaces after a recent update. the issue was reported by several employees.,8,8,Meeting Room Management,2026-08-31
OP0634,2026-09-02,DevOps,production releases are being delayed by failed deployments during the afternoon. employees say the issue is becoming more frequent.,1,6,Deployment & CI,2026-08-31
OP0758,2026-09-02,Security,several users noticed authentication events they do not recognize during the morning. the team says it is affecting productivity.,4,3,Security & Authentication,2026-08-31
OP0546,2026-09-02,Customer Support,users are unable to complete transactions after entering payment details near the end of the workday. the problem has occurred repeatedly this week.,7,4,Payments & Checkout,2026-08-31
OP0298,2026-09-03,Database,database response time becomes slow during peak usage during normal business hours. employees say the issue is becoming more frequent.,1,0,Database & Performance,2026-08-31
OP0640,2026-09-03,DevOps,release automation is generating repeated errors during the afternoon. the problem is still occurring.,4,6,Deployment & CI,2026-08-31
OP0056,2026-09-03,IT,vpn connection drops during remote work during normal business hours. employees say the issue is becoming more frequent.,1,7,Network & VPN,2026-08-31
OP0401,2026-09-03,Product,recent ui changes have increased support requests near the end of the workday. the problem has occurred repeatedly this week.,7,1,Product & UI Usability,2026-08-31
OP0278,2026-09-03,HR,leave requests are taking too long to get approved after a recent update. the issue became noticeable after a recent change.,4,2,Employee Approvals,2026-08-31
OP0134,2026-09-03,Product,the new navigation is causing repeated user complaints during the afternoon. the problem is still occurring.,4,1,Product & UI Usability,2026-08-31
OP0624,2026-09-03,Database,database connections drop during periods of high traffic near the end of the workday. the issue was reported by several employees.,7,0,Database & Performance,2026-08-31
OP0855,2026-09-03,Product,customers are struggling to find features after the redesign during the afternoon. the team says it is affecting productivity.,3,1,Product & UI Usability,2026-08-31
OP0415,2026-09-03,Facilities,reserved rooms are sometimes occupied by other teams near the end of the workday. the issue was noticed during normal operations.,7,8,Meeting Room Management,2026-08-31
OP0872,2026-09-03,Communication,teams are missing important project updates during remote access. the problem has occurred repeatedly this week.,4,9,Internal Communication,2026-08-31
OP0941,2026-09-03,Facilities,teams are reporting repeated meeting-room conflicts during the afternoon. the problem has occurred repeatedly this week.,7,8,Meeting Room Management,2026-08-31
OP0378,2026-09-03,Customer Support,checkout requests occasionally stop responding during the afternoon. the problem is causing delays for routine work.,2,4,Payments & Checkout,2026-08-31
OP0832,2026-09-03,DevOps,ci jobs are frequently stopping before completion during remote access. employees say the issue is becoming more frequent.,1,7,Network & VPN,2026-08-31
OP0904,2026-09-03,Security,staff members are receiving repeated unexpected sign-in prompts during the morning. the team has requested investigation.,7,3,Security & Authentication,2026-08-31
OP0652,2026-09-03,Operations,warehouse data is arriving later than expected during the afternoon. the problem has occurred repeatedly this week.,5,5,Inventory & Synchronization,2026-08-31
OP0254,2026-09-03,Communication,teams are struggling to keep track of project changes during normal business hours. several users have described similar behavior.,3,9,Internal Communication,2026-08-31
OP0040,2026-09-04,IT,employees experience repeated network timeouts during the afternoon. the problem is still occurring.,6,7,Network & VPN,2026-08-31
OP0191,2026-09-04,Product,customers are struggling to find features after the redesign after a recent update. the issue became noticeable after a recent change.,3,1,Product & UI Usability,2026-08-31
OP0404,2026-09-04,Security,accounts are generating unexpected security alerts after a recent update. the team says it is affecting productivity.,7,3,Security & Authentication,2026-08-31
OP0182,2026-09-04,Customer Support,online payment attempts sometimes fail unexpectedly near the end of the workday. the problem has occurred repeatedly this week.,9,4,Payments & Checkout,2026-08-31
OP0935,2026-09-04,Product,recent ui changes have increased support requests during the morning. the issue was noticed during normal operations.,5,1,Product & UI Usability,2026-08-31
OP0554,2026-09-04,IT,vpn connection drops during remote work after a recent update. several users have described similar behavior.,4,7,Network & VPN,2026-08-31
OP0088,2026-09-04,Security,several users noticed authentication events they do not recognize near the end of the workday. the problem is still occurring.,7,3,Security & Authentication,2026-08-31
OP0332,2026-09-04,DevOps,build failures are blocking scheduled releases during the morning. the team has requested investigation.,5,6,Deployment & CI,2026-08-31
OP0863,2026-09-04,IT,employees cannot reliably connect to the corporate network during remote access. the issue was noticed during normal operations.,8,7,Network & VPN,2026-08-31
OP0366,2026-09-04,HR,managers report a growing backlog of pending requests during remote access. the team says it is affecting productivity.,5,2,Employee Approvals,2026-08-31
OP0626,2026-09-04,Customer Support,customers report that the payment page becomes unresponsive during the afternoon. several users have described similar behavior.,3,4,Payments & Checkout,2026-08-31
OP0416,2026-09-05,Communication,important decisions are not reaching all team members during peak usage. the issue was reported by several employees.,4,9,Internal Communication,2026-08-31
OP0249,2026-09-05,Product,customers are struggling to find features after the redesign during the morning. employees say the issue is becoming more frequent.,3,1,Product & UI Usability,2026-08-31
OP0176,2026-09-05,Communication,teams are missing important project updates during normal business hours. the team says it is affecting productivity.,4,9,Internal Communication,2026-08-31
OP0902,2026-09-05,Facilities,employees cannot reliably access reserved meeting spaces during the afternoon. employees say the issue is becoming more frequent.,8,8,Meeting Room Management,2026-08-31
OP0740,2026-09-05,Database,applications intermittently fail when accessing stored data during normal business hours. the issue became noticeable after a recent change.,9,0,Database & Performance,2026-08-31
OP0452,2026-09-05,Product,customers are struggling to find features after the redesign during remote access. the team says it is affecting productivity.,3,1,Product & UI Usability,2026-08-31
OP0161,2026-09-05,DevOps,release automation is generating repeated errors after a recent update. the issue became noticeable after a recent change.,4,6,Deployment & CI,2026-08-31
OP0967,2026-09-05,HR,employees are waiting too long for administrative approvals during peak usage. the team has requested investigation.,4,2,Employee Approvals,2026-08-31
OP0839,2026-09-05,Customer Support,users are unable to complete transactions after entering payment details during the morning. the issue became noticeable after a recent change.,4,4,Payments & Checkout,2026-08-31
OP0036,2026-09-05,Facilities,reserved rooms are sometimes occupied by other teams during normal business hours. the problem is still occurring.,6,8,Meeting Room Management,2026-08-31
OP0608,2026-09-05,Operations,inventory updates are not reflected quickly in the system after a recent update. the team says it is affecting productivity.,4,5,Inventory & Synchronization,2026-08-31
OP0405,2026-09-05,IT,remote access to internal systems is unstable during normal business hours. the problem is still occurring.,4,7,Network & VPN,2026-08-31
OP0933,2026-09-05,Communication,teams are missing important project updates near the end of the workday. the issue became noticeable after a recent change.,7,9,Internal Communication,2026-08-31
OP0374,2026-09-05,Facilities,teams are reporting repeated meeting-room conflicts during the afternoon. the issue was reported by several employees.,7,8,Meeting Room Management,2026-08-31
OP0090,2026-09-05,IT,wi-fi connectivity is inconsistent on the office floor during the morning. the issue became noticeable after a recent change.,4,7,Network & VPN,2026-08-31
OP0143,2026-09-05,Communication,project updates are arriving too late for affected teams during the morning. several users have described similar behavior.,7,9,Internal Communication,2026-08-31
OP0630,2026-09-05,IT,remote access to internal systems is unstable during remote access. the team has requested investigation.,4,7,Network & VPN,2026-08-31
OP0918,2026-09-06,Product,the new navigation is causing repeated user complaints during the morning. the problem is still occurring.,4,1,Product & UI Usability,2026-08-31
OP0152,2026-09-06,Database,database performance has degraded under heavier workloads when workload increases. the team has requested investigation.,7,0,Database & Performance,2026-08-31
OP0633,2026-09-06,Security,accounts are generating unexpected security alerts when workload increases. the issue became noticeable after a recent change.,7,3,Security & Authentication,2026-08-31
OP0307,2026-09-06,Product,the new navigation is causing repeated user complaints during peak usage. the problem is still occurring.,4,1,Product & UI Usability,2026-08-31
OP0462,2026-09-06,DevOps,build jobs are taking unusually long to complete near the end of the workday. the problem is causing delays for routine work.,2,6,Deployment & CI,2026-08-31
OP0497,2026-09-06,Product,the new navigation is causing repeated user complaints during the morning. the team says it is affecting productivity.,4,1,Product & UI Usability,2026-08-31
OP0034,2026-09-06,Operations,stock changes are missing from the dashboard when workload increases. the team says it is affecting productivity.,4,5,Inventory & Synchronization,2026-08-31
OP0066,2026-09-06,Operations,inventory records are becoming inconsistent across systems when workload increases. the problem is causing delays for routine work.,2,5,Inventory & Synchronization,2026-08-31
OP0223,2026-09-06,HR,routine employee requests require excessive approval time during remote access. the problem is causing delays for routine work.,2,2,Employee Approvals,2026-08-31
OP0417,2026-09-06,Database,database queries are taking longer than expected during normal business hours. the problem is still occurring.,7,0,Database & Performance,2026-08-31
OP0613,2026-09-06,HR,managers report a growing backlog of pending requests during the afternoon. the team says it is affecting productivity.,5,2,Employee Approvals,2026-08-31
OP0209,2026-09-06,Security,staff members are receiving repeated unexpected sign-in prompts after a recent update. the team says it is affecting productivity.,7,3,Security & Authentication,2026-08-31
OP0768,2026-09-06,Database,database queries are taking longer than expected near the end of the workday. the problem has occurred repeatedly this week.,7,0,Database & Performance,2026-08-31
OP0983,2026-09-06,Product,users are confused by the latest interface changes near the end of the workday. the issue was reported by several employees.,6,1,Product & UI Usability,2026-08-31
OP0287,2026-09-06,HR,employee approval requests remain pending for several days during the afternoon. the problem is causing delays for routine work.,2,2,Employee Approvals,2026-08-31
OP0024,2026-09-06,Facilities,room availability does not match the booking system during normal business hours. employees say the issue is becoming more frequent.,1,8,Meeting Room Management,2026-08-31
OP0588,2026-09-07,Communication,employees are receiving conflicting instructions when workload increases. the problem is causing delays for routine work.,2,9,Internal Communication,2026-09-07
OP0315,2026-09-07,Communication,employees are receiving conflicting instructions after a recent update. the team has requested investigation.,7,9,Internal Communication,2026-09-07
OP0025,2026-09-07,Customer Support,checkout requests occasionally stop responding during the afternoon. the issue was reported by several employees.,4,4,Payments & Checkout,2026-09-07
OP0942,2026-09-07,Customer Support,online payment attempts sometimes fail unexpectedly when workload increases. the problem has occurred repeatedly this week.,9,4,Payments & Checkout,2026-09-07
OP0233,2026-09-07,Operations,inventory updates are not reflected quickly in the system after a recent update. the problem has occurred repeatedly this week.,4,5,Inventory & Synchronization,2026-09-07
OP0681,2026-09-07,DevOps,build jobs are taking unusually long to complete when workload increases. the issue was noticed during normal operations.,4,6,Deployment & CI,2026-09-07
OP0397,2026-09-07,Communication,different departments are working from inconsistent information when workload increases. the team has requested investigation.,4,9,Internal Communication,2026-09-07
OP0137,2026-09-07,HR,managers report a growing backlog of pending requests when workload increases. the problem is causing delays for routine work.,2,2,Employee Approvals,2026-09-07
OP0085,2026-09-07,Customer Support,online payment attempts sometimes fail unexpectedly near the end of the workday. the problem is causing delays for routine work.,9,4,Payments & Checkout,2026-09-07
OP0432,2026-09-07,IT,employees experience repeated network timeouts after a recent update. the problem has occurred repeatedly this week.,6,7,Network & VPN,2026-09-07
OP0721,2026-09-07,IT,employees experience repeated network timeouts near the end of the workday. the issue became noticeable after a recent change.,7,7,Network & VPN,2026-09-07
OP0597,2026-09-07,Operations,warehouse data is arriving later than expected during the afternoon. the problem is still occurring.,5,5,Inventory & Synchronization,2026-09-07
OP0549,2026-09-07,Operations,stock changes are missing from the dashboard near the end of the workday. the team has requested investigation.,7,5,Inventory & Synchronization,2026-09-07
OP0731,2026-09-07,Communication,different departments are working from inconsistent information when workload increases. the problem has occurred repeatedly this week.,4,9,Internal Communication,2026-09-07
OP0838,2026-09-07,Security,unusual access attempts have been reported by employees near the end of the workday. the team has requested investigation.,7,3,Security & Authentication,2026-09-07
OP0464,2026-09-07,Customer Support,customers receive errors while completing purchases near the end of the workday. the problem is causing delays for routine work.,0,4,Payments & Checkout,2026-09-07
OP0418,2026-09-07,Facilities,employees cannot reliably access reserved meeting spaces during normal business hours. the team says it is affecting productivity.,8,8,Meeting Room Management,2026-09-07
OP0481,2026-09-07,Operations,inventory records are becoming inconsistent across systems during the afternoon. the problem is still occurring.,4,5,Inventory & Synchronization,2026-09-07
OP0876,2026-09-07,DevOps,deployment pipeline fails after recent code changes near the end of the workday. the issue was reported by several employees.,7,6,Deployment & CI,2026-09-07
OP0063,2026-09-07,Communication,teams are struggling to keep track of project changes during the afternoon. the problem has occurred repeatedly this week.,3,9,Internal Communication,2026-09-07
OP0582,2026-09-08,Product,the redesigned interface is increasing task completion time during normal business hours. the issue was reported by several employees.,5,1,Product & UI Usability,2026-09-07
OP0675,2026-09-08,Database,database performance has degraded under heavier workloads after a recent update. the problem is causing delays for routine work.,2,0,Database & Performance,2026-09-07
OP0004,2026-09-08,Product,users are having difficulty completing common tasks after the update after a recent update. the issue was reported by several employees.,4,9,Internal Communication,2026-09-07
OP0113,2026-09-08,DevOps,ci jobs are frequently stopping before completion during remote access. the issue became noticeable after a recent change.,4,7,Network & VPN,2026-09-07
OP0956,2026-09-08,IT,internal applications become unreachable from remote locations during normal business hours. the issue became noticeable after a recent change.,4,7,Network & VPN,2026-09-07
OP0676,2026-09-08,IT,network access becomes slow during peak hours during normal business hours. the problem is still occurring.,6,7,Network & VPN,2026-09-07
OP0234,2026-09-08,HR,employees are waiting too long for administrative approvals during remote access. the team has requested investigation.,4,2,Employee Approvals,2026-09-07
OP0041,2026-09-08,Database,database response time becomes slow during peak usage after a recent update. the team has requested investigation.,6,0,Database & Performance,2026-09-07
OP0715,2026-09-08,Operations,inventory quantities differ between operational systems during the afternoon. several users have described similar behavior.,4,5,Inventory & Synchronization,2026-09-07
OP0845,2026-09-09,Facilities,room availability does not match the booking system during remote access. the issue became noticeable after a recent change.,4,8,Meeting Room Management,2026-09-07
OP0720,2026-09-09,Product,the new navigation is causing repeated user complaints after a recent update. employees say the issue is becoming more frequent.,1,1,Product & UI Usability,2026-09-07
OP0544,2026-09-09,Communication,project information is scattered across multiple channels during peak usage. employees say the issue is becoming more frequent.,1,9,Internal Communication,2026-09-07
OP0787,2026-09-09,Facilities,room availability does not match the booking system during the afternoon. the issue became noticeable after a recent change.,4,8,Meeting Room Management,2026-09-07
OP0107,2026-09-09,Communication,different departments are working from inconsistent information near the end of the workday. the problem is causing delays for routine work.,2,9,Internal Communication,2026-09-07
OP0814,2026-09-09,Security,users report suspicious authentication activity after a recent update. the issue was reported by several employees.,4,3,Security & Authentication,2026-09-07
OP0792,2026-09-09,Facilities,employees cannot reliably access reserved meeting spaces during the morning. the team says it is affecting productivity.,8,8,Meeting Room Management,2026-09-07
OP0494,2026-09-09,Communication,different departments are working from inconsistent information during normal business hours. the issue was noticed during normal operations.,4,9,Internal Communication,2026-09-07
OP0255,2026-09-09,Communication,important decisions are not reaching all team members during the afternoon. the problem has occurred repeatedly this week.,4,9,Internal Communication,2026-09-07
OP0960,2026-09-09,Communication,different departments are working from inconsistent information during peak usage. several users have described similar behavior.,4,9,Internal Communication,2026-09-07
OP0834,2026-09-09,Communication,project updates are arriving too late for affected teams when workload increases. the problem is causing delays for routine work.,2,9,Internal Communication,2026-09-07
OP0319,2026-09-09,IT,wi-fi connectivity is inconsistent on the office floor during remote access. the team has requested investigation.,4,7,Network & VPN,2026-09-07
OP0068,2026-09-09,HR,internal approval workflows are causing delays during the afternoon. the problem has occurred repeatedly this week.,2,2,Employee Approvals,2026-09-07
OP0746,2026-09-09,Communication,important decisions are not reaching all team members during normal business hours. the team says it is affecting productivity.,4,9,Internal Communication,2026-09-07
OP0727,2026-09-09,DevOps,deployment pipeline fails after recent code changes near the end of the workday. the issue became noticeable after a recent change.,7,6,Deployment & CI,2026-09-07
OP0599,2026-09-09,Customer Support,online payment attempts sometimes fail unexpectedly during remote access. several users have described similar behavior.,9,4,Payments & Checkout,2026-09-07
OP0823,2026-09-09,IT,employees cannot reliably connect to the corporate network when workload increases. the problem is still occurring.,8,7,Network & VPN,2026-09-07
OP0880,2026-09-09,DevOps,build jobs are taking unusually long to complete during the morning. employees say the issue is becoming more frequent.,1,6,Deployment & CI,2026-09-07
OP0937,2026-09-09,Product,users are confused by the latest interface changes during the afternoon. the problem has occurred repeatedly this week.,6,1,Product & UI Usability,2026-09-07
OP0996,2026-09-10,Product,recent ui changes have increased support requests near the end of the workday. the issue was noticed during normal operations.,7,1,Product & UI Usability,2026-09-07
OP0763,2026-09-10,DevOps,ci jobs are frequently stopping before completion when workload increases. the team says it is affecting productivity.,4,2,Employee Approvals,2026-09-07
OP0692,2026-09-10,Operations,warehouse data is arriving later than expected during peak usage. the problem is still occurring.,5,5,Inventory & Synchronization,2026-09-07
OP0858,2026-09-10,Security,users report suspicious authentication activity during normal business hours. the issue was noticed during normal operations.,4,3,Security & Authentication,2026-09-07
OP0403,2026-09-10,DevOps,ci jobs are frequently stopping before completion during remote access. the problem is still occurring.,4,7,Network & VPN,2026-09-07
OP0868,2026-09-10,DevOps,deployment pipeline fails after recent code changes when workload increases. the team says it is affecting productivity.,4,6,Deployment & CI,2026-09-07
